客運業者,路線編號,支線,往返,路線名稱,站名,班次序,發車時間,星期一,星期二,星期三,星期四,星期五,星期六,星期日
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,27,936,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,27,941,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,27,943,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,27,946,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,27,947,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,27,949,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,27,951,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,27,952,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,27,955,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,27,957,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,27,959,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,27,1000,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,27,1002,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,27,1005,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,27,1023,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,27,1027,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,27,1031,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,27,1038,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,28,948,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,28,953,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,28,955,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,28,958,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,28,959,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,28,1001,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,28,1003,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,28,1004,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,28,1007,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,28,1009,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,28,1011,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,28,1012,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,28,1014,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,28,1017,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,28,1035,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,28,1039,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,28,1043,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,28,1050,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,29,1000,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,29,1005,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,29,1007,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,29,1010,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,29,1012,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,29,1013,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,29,1015,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,29,1017,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,29,1019,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,29,1021,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,29,1023,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,29,1024,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,29,1027,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,29,1029,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,29,1046,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,29,1050,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,29,1053,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,29,1100,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,30,1012,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,30,1017,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,30,1019,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,30,1022,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,30,1024,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,30,1025,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,30,1027,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,30,1029,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,30,1031,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,30,1033,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,30,1035,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,30,1036,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,30,1039,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,30,1041,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,30,1058,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,30,1102,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,30,1105,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,30,1112,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,31,1024,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,31,1029,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,31,1031,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,31,1034,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,31,1036,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,31,1037,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,31,1039,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,31,1041,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,31,1043,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,31,1045,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,31,1047,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,31,1048,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,31,1051,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,31,1053,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,31,1110,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,31,1114,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,31,1117,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,31,1124,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,32,1036,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,32,1041,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,32,1043,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,32,1046,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,32,1048,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,32,1049,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,32,1051,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,32,1053,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,32,1055,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,32,1057,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,32,1059,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,32,1100,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,32,1103,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,32,1105,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,32,1122,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,32,1126,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,32,1129,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,32,1136,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,33,1048,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,33,1053,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,33,1055,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,33,1058,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,33,1100,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,33,1101,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,33,1103,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,33,1105,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,33,1107,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,33,1109,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,33,1111,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,33,1112,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,33,1115,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,33,1117,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,33,1134,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,33,1138,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,33,1141,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,33,1148,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,34,1100,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,34,1106,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,34,1107,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,34,1110,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,34,1112,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,34,1113,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,34,1115,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,34,1117,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,34,1119,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,34,1121,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,34,1123,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,34,1125,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,34,1127,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,34,1129,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,34,1146,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,34,1150,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,34,1153,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,34,1201,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,35,1112,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,35,1118,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,35,1119,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,35,1122,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,35,1124,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,35,1125,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,35,1127,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,35,1129,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,35,1131,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,35,1133,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,35,1135,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,35,1137,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,35,1139,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,35,1141,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,35,1158,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,35,1202,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,35,1205,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,35,1213,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,36,1124,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,36,1130,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,36,1131,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,36,1134,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,36,1136,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,36,1137,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,36,1139,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,36,1141,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,36,1143,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,36,1145,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,36,1147,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,36,1149,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,36,1151,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,36,1153,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,36,1210,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,36,1214,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,36,1217,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,36,1225,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,37,1136,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,37,1142,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,37,1143,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,37,1146,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,37,1148,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,37,1149,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,37,1151,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,37,1153,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,37,1155,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,37,1157,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,37,1159,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,37,1201,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,37,1203,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,37,1205,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,37,1222,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,37,1226,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,37,1229,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,37,1237,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,38,1148,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,38,1154,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,38,1155,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,38,1158,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,38,1200,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,38,1201,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,38,1203,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,38,1205,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,38,1207,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,38,1209,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,38,1211,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,38,1213,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,38,1215,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,38,1217,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,38,1234,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,38,1238,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,38,1241,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,38,1249,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,39,1200,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,39,1205,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,39,1207,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,39,1210,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,39,1212,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,39,1213,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,39,1215,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,39,1217,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,39,1219,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,39,1221,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,39,1223,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,39,1224,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,39,1226,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,39,1229,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,39,1245,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,39,1249,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,39,1252,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,39,1300,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,40,1212,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,40,1217,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,40,1219,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,40,1222,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,40,1224,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,40,1225,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,40,1227,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,40,1229,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,40,1231,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,40,1233,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,40,1235,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,40,1236,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,40,1238,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,40,1241,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,40,1257,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,40,1301,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,40,1304,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,40,1312,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,41,1224,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,41,1229,1,1,1,1,1,1,1
